COD_UF;COD_MUNICIPIO;COD_DISTRITO;SITUACAO;NOM_TIPO_SEGLOGR;NOM_TITULO_SEGLOGR;NOM_SEGLOGR;NUM_ENDERECO;DSC_LOCALIDADE;CEP
35;9502;5;2;CAMINHO;;SEM DENOMINACAO;62.0;PEDRA BRANCA;13052731
35;9502;5;2;CAMINHO;;SEM DENOMINACAO;62.0;PEDRA BRANCA;13052731
35;9502;5;2;CAMINHO;;SEM DENOMINACAO;;PEDRA BRANCA;13052731
35;9502;5;2;CAMINHO;;SEM DENOMINACAO;;PEDRA BRANCA;13052731
35;9502;5;2;RODOVIA;;LIX DA CUNHA;15.0;PEDRA BRANCA;13053400
35;9502;15;2;ESTRADA;;DO FELICIANO;;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;;DO FELICIANO;10.0;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;;DO FELICIANO;2.0;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;;DO FELICIANO;2.0;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;PROFESSORA;LIDIA ABDALA;8.0;JOAQUIM EGIDIO;13106970
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;8.0;JOAQUIM EGIDIO;13108046
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;10.0;JOAQUIM EGIDIO;13010000
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;;JOAQUIM EGIDIO;13010000
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;10.0;JOAQUIM EGIDIO;13010000
35;9502;15;2;RUA;PROFESSORA;LIDIA DE ABDALLA;10.0;JOAQUIM EGIDIO;13108046
35;9502;15;2;ESTRADA;SANTA;MARIA;;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;SANTA;MARIA;;JOAQUIM EGIDIO;13010000
35;9502;15;2;ESTRADA;SANTA;MARIA;;JOAQUIM EGIDIO;13010000
35;9502;25;2;ESTRADA;;MUNICIPAL LACERDA CAM 367;4.0;SOUSAS;13106000
35;9502;25;2;AVENIDA;CORONEL;ALFREDO AUGUSTO DO NASCIMENTO;2000.0;JARDIM BELMONTE;13106000
